intent,utterance,expected_action,forbidden_action,priority
referral_intent,友達に聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達に聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,友達から聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,知り合いから聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,先輩に聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,後輩に聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,同僚から聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,会社の人に聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,ツレから聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,連れから聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介できたでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話した,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介で電話したでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介なんだけどでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介って言えばいいでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱い,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介扱いでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割なんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割なんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割なんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割で,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割でして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割っす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割ばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割たい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割やけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割で電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割って聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割って言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割の件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介割でお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつ,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつの件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介のやつでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,紹介されてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いて,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてです,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてなんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてなんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてなんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてで,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてでして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてっす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてばい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてやけん,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてで電話しました,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてって聞いた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてって言われた,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いての件です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,人から聞いてでお願いしたい,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介です,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介なんだけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介なんやけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介なんすけど,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介で,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介でして,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介っす,紹介者名を聞く,日時確認へ進まない,90
referral_intent,誰かの紹介ばい,紹介者名を聞く,日時確認へ進まない,90
name_clarification_question,名前って僕の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名前を言えばいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前ですかね？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけで大丈夫？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネーム必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名じゃないとだめ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何を言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って僕の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前は俺の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,予約者の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
